ID;Rodzic;Typ;Nazwa;Numer umowy/decyzji;Program Operacyjny <Nazwa>;Oú priorytetowa <Kod>;Dzia≥anie <Kod>;Poddzia≥anie <Kod>;WartoúÊ ogÛ≥em;Wydatki kwalifikowalne;Dofinansowanie;Dofinansowanie UE;Nazwa beneficjenta;NIP beneficjenta;Kod pocztowy;MiejscowoúÊ;WojewÛdztwo;Powiat;Temat priorytetu;Forma prawna;Obszar realizacji;Ostatni Wniosek o p≥atnoúÊ dla najbardziej aktualnej Umowy/Aneksu;Projekt zakoÒczony (Wniosek o p≥atnoúÊ koÒcowπ);Data podpisania Umowy/Aneksu;Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu
33-41;33;Projekt;Opracowanie†indeksu gatunkowego i optymalizacja technologii produkcji wybranych roúlin energetycznych.;POIG.01.03.01-00-132/08-06;Program Operacyjny Innowacyjna Gospodarka;POIG.01.00.00;POIG.01.03.00;POIG.01.03.01;11,296,214.42;11,296,214.42;11,296,214.42;9,601,782.26;Uniwersytet Przyrodniczy w Poznaniu;7770004960;60-637;PoznaÒ;Wielkopolskie;Powiat m. PoznaÒ;01 Dzia≥alnoúÊ B+RT prowadzona w oúrodkach badawczych;uczelnia wyøsza;00 Nie dotyczy;POIG.01.03.01-00-132/08-18;Nie;2011/03/31;2011/04/06
33-42;33;Projekt;årodowisko rozwojowe produktÛw i systemÛw †informatycznych o podwyøszonych wymaganiach bezpieczeÒstwa;POIG.01.03.01-00-156/08-04;Program Operacyjny Innowacyjna Gospodarka;POIG.01.00.00;POIG.01.03.00;POIG.01.03.01;5,572,120.00;5,441,000.00;5,441,000.00;4,624,850.00;Instytut Technik Innowacyjnych EMAG;6340125399;40-189;Katowice;ålπskie;Powiat m. Katowice;01 Dzia≥alnoúÊ B+RT prowadzona w oúrodkach badawczych;jednostka naukowa;00 Nie dotyczy;;;2011/05/10;2011/05/11
33-43;33;Projekt;Zintegrowana technologia ochrony obszarÛw wodno-b≥otnych przed sukcesjπ roúlinnoúci powodujπcej degradacjÍ úrodowiska przyrodniczego.;POIG.01.03.01-00-164/09-03;Program Operacyjny Innowacyjna Gospodarka;POIG.01.00.00;POIG.01.03.00;POIG.01.03.01;8,898,865.31;8,028,914.70;8,028,914.70;6,824,577.50;Przemys≥owy Instytut Maszyn Rolniczych;7770003280;60-963;PoznaÒ;;;01 Dzia≥alnoúÊ B+RT prowadzona w oúrodkach badawczych;jednostka naukowa;00 Nie dotyczy;;;2011/05/16;2011/05/17
33-44;33;Projekt;Geokompozyty sorbujπce wodÍ - innowacyjne technologie wspomagajπce wegetacjÍ roúlin;POIG.01.03.01-00-181/09-04;Program Operacyjny Innowacyjna Gospodarka;POIG.01.00.00;POIG.01.03.00;POIG.01.03.01;7,228,486.76;6,704,811.81;6,704,811.81;5,699,090.03;Uniwersytet Przyrodniczy we Wroc≥awiu;8960005354;50-375;Wroc≥aw;Dolnoúlπskie;Powiat m. Wroc≥aw;01 Dzia≥alnoúÊ B+RT prowadzona w oúrodkach badawczych;uczelnia wyøsza;00 Nie dotyczy;POIG.01.03.01-00-181/09-17;Nie;2011/03/31;2011/04/01
33-45;33;Projekt;Opracowanie i badania symulatora diagnostycznego statku powietrznego w technologii wirtualnej.;POIG.01.03.01-00-201/09-04;Program Operacyjny Innowacyjna Gospodarka;POIG.01.00.00;POIG.01.03.00;POIG.01.03.01;4,789,707.00;4,789,707.00;4,789,707.00;4,071,250.95;Instytut Techniczny Wojsk Lotniczych;5250007282;01-494;Warszawa;Mazowieckie;Powiat m. st. Warszawa;01 Dzia≥alnoúÊ B+RT prowadzona w oúrodkach badawczych;jednostka naukowa;00 Nie dotyczy;POIG.01.03.01-00-201/09-15;Nie;2011/04/04;2011/04/05
33-46;33;Projekt;†Opatentowanie makaronu instant nowej generacji.;POIG.01.03.02-00-012/08-04;Program Operacyjny Innowacyjna Gospodarka;POIG.01.00.00;POIG.01.03.00;POIG.01.03.02;220,600.00;217,200.00;217,200.00;184,620.00;Instytut Biotechnologii Przemys≥u Rolno-Spoøywczego;5250008264;02-532;Warszawa;Mazowieckie;Powiat m. st. Warszawa;01 Dzia≥alnoúÊ B+RT prowadzona w oúrodkach badawczych;jednostka naukowa;00 Nie dotyczy;POIG.01.03.02-00-012/08-10;Nie;2011/03/28;2011/04/05
33-47;33;Projekt;Ochrona patentowa prozdrowotnych napojÛw wytwarzanych na drodze fermentacji matryc roúlinnych;POIG.01.03.02-00-013/10-01;Program Operacyjny Innowacyjna Gospodarka;POIG.01.00.00;POIG.01.03.00;POIG.01.03.02;502,773.34;480,204.00;480,204.00;408,173.40;Instytut Biotechnologii Przemys≥u Rolno-Spoøywczego;5250008264;02-532;Warszawa;Mazowieckie;Powiat m. st. Warszawa;01 Dzia≥alnoúÊ B+RT prowadzona w oúrodkach badawczych;jednostka naukowa;00 Nie dotyczy;POIG.01.03.02-00-013/10-02;Nie;2011/01/10;2011/01/10
33-48;33;Projekt;Wsparcie  ochrony praw w≥asnoúci przemys≥owej dla wynalazku w zakresie technologii monokrystalizacji SiC;POIG.01.03.02-00-023/10-01;Program Operacyjny Innowacyjna Gospodarka;POIG.01.00.00;POIG.01.03.00;POIG.01.03.02;184,368.54;184,368.54;184,368.54;156,713.25;Instytut Technologii Materia≥Ûw Elektronicznych;5250008488;01-919;Warszawa;Mazowieckie;Powiat m. st. Warszawa;01 Dzia≥alnoúÊ B+RT prowadzona w oúrodkach badawczych;jednostka naukowa;00 Nie dotyczy;POIG.01.03.02-00-023/10-02;Nie;2011/04/05;2011/04/05
33-49;33;Projekt;"""Wsparcie finansowe ochrony praw w≥asnoúci wynalazkÛw dot. nowej generacji past opartych na nanoproszku  srebra przeznaczonych do nak≥adania sitodrukiem"".";POIG.01.03.02-00-024/10-01;Program Operacyjny Innowacyjna Gospodarka;POIG.01.00.00;POIG.01.03.00;POIG.01.03.02;300,000.00;300,000.00;300,000.00;255,000.00;Instytut Technologii Materia≥Ûw Elektronicznych;5250008488;01-919;Warszawa;Mazowieckie;Powiat m. st. Warszawa;01 Dzia≥alnoúÊ B+RT prowadzona w oúrodkach badawczych;jednostka naukowa;00 Nie dotyczy;;;2011/05/04;2011/05/05
33-50;33;Projekt;Ochrona patentowa SposÛb ciπg≥ego odklejania w≥Ûkien roúlinnych oraz urzπdzenie do ciπg≥ego odklejania w≥Ûkien roúlinnych.;POIG.01.03.02-00-027/10-01;Program Operacyjny Innowacyjna Gospodarka;POIG.01.00.00;POIG.01.03.00;POIG.01.03.02;162,748.09;136,934.50;136,934.50;116,394.32;Instytut W≥Ûkien Naturalnych i Roúlin Zielarskich;7811830940;60-630;PoznaÒ;;;01 Dzia≥alnoúÊ B+RT prowadzona w oúrodkach badawczych;jednostka naukowa;00 Nie dotyczy;;;2011/03/08;2011/03/08
33-51;33;Projekt;Ochrona patentowa - Tkaniny z w≥Ûkien celulozowych zawierajπce nanoligniny, metoda zastosowania nanolignin na tkaninach i wykorzystanie nanolignin w produkcji tkanin;POIG.01.03.02-00-028/10-01;Program Operacyjny Innowacyjna Gospodarka;POIG.01.00.00;POIG.01.03.00;POIG.01.03.02;147,992.39;126,322.39;126,322.39;107,374.03;Instytut W≥Ûkien Naturalnych i Roúlin Zielarskich;7811830940;60-630;PoznaÒ;;;01 Dzia≥alnoúÊ B+RT prowadzona w oúrodkach badawczych;jednostka naukowa;00 Nie dotyczy;;;2011/03/08;2011/03/08
33-52;33;Projekt;"Ochrona patentowa - uprawa grzyb&oacute;w konsumpcyjnych przez zastosowanie nowego pod≥oøa na bazie paüdzierzy konopnych";POIG.01.03.02-00-029/10-01;Program Operacyjny Innowacyjna Gospodarka;POIG.01.00.00;POIG.01.03.00;POIG.01.03.02;185,252.00;156,300.00;156,300.00;132,855.00;Instytut W≥Ûkien Naturalnych i Roúlin Zielarskich;7811830940;60-630;PoznaÒ;;;01 Dzia≥alnoúÊ B+RT prowadzona w oúrodkach badawczych;jednostka naukowa;00 Nie dotyczy;;;2011/03/08;2011/03/08
33-53;33;Projekt;Wsparcie ochrony prawnej w≥asnoúci przemys≥owej dot. poduszkowcowego noúnika narzÍdzi do wykonywania zabiegÛw ochronnych na terenach wodno-b≥otnych;POIG.01.03.02-00-039/10-00;Program Operacyjny Innowacyjna Gospodarka;POIG.01.00.00;POIG.01.03.00;POIG.01.03.02;267,032.00;236,000.00;236,000.00;200,600.00;Przemys≥owy Instytut Maszyn Rolniczych w Poznaniu;7770003280;60-963;PoznaÒ;;;01 Dzia≥alnoúÊ B+RT prowadzona w oúrodkach badawczych;jednostka naukowa;00 Nie dotyczy;;;2011/05/06;2011/05/09
33-54;33;Projekt;Ochrona patentowa wynalazku - Uk≥ad elektryczno-pneumatyczny do sterowania pneumatyczno-hydraulicznym zespo≥em wykonawczym i pracπ hydraulicznych hamulcÛw, zw≥aszcza lekkich i úrednich naczep i przyczep samochodowych;POIG.01.03.02-00-040/10-00;Program Operacyjny Innowacyjna Gospodarka;POIG.01.00.00;POIG.01.03.00;POIG.01.03.02;161,000.00;153,000.00;153,000.00;130,050.00;Przemys≥owy Instytut Maszyn Rolniczych w Poznaniu;7770003280;60-963;PoznaÒ;;;01 Dzia≥alnoúÊ B+RT prowadzona w oúrodkach badawczych;jednostka naukowa;00 Nie dotyczy;;;2011/05/06;2011/05/09
33-55;33;Projekt;Ochrona patentowa systemu mocowania narzÍdzi roboczych w urzπdzeniu wielozadaniowym do renowacji ciekÛw wodnych;POIG.01.03.02-00-042/10-00;Program Operacyjny Innowacyjna Gospodarka;POIG.01.00.00;POIG.01.03.00;POIG.01.03.02;175,612.00;164,100.00;164,100.00;139,485.00;Przemys≥owy Instytut Maszyn Rolniczych w Poznaniu;7770003280;60-963;PoznaÒ;;;01 Dzia≥alnoúÊ B+RT prowadzona w oúrodkach badawczych;jednostka naukowa;00 Nie dotyczy;;;2011/05/19;2011/05/19
33-56;33;Projekt;"Pokrycie kosztÛw postÍpowania patentowego dla zg≥oszenia patentowego pt. ""Tools and methods useful in characterising the immunotoxic activity of xenobiotic substances"".";POIG.01.03.02-00-043/10-00;Program Operacyjny Innowacyjna Gospodarka;POIG.01.00.00;POIG.01.03.00;POIG.01.03.02;45,463.00;45,463.00;45,463.00;38,643.55;Instytut Biologii Medycznej Polskiej Akademii Nauk;9820352085;93-232;£Ûdü;£Ûdzkie;Powiat m. £Ûdü;01 Dzia≥alnoúÊ B+RT prowadzona w oúrodkach badawczych;jednostka naukowa;00 Nie dotyczy;;;2011/05/10;2011/05/11
33-57;33;Projekt;Wsparcie ochrony prawnej w≥asnoúci przemys≥owej  zintegrowanej technologii ochrony obszarÛw wodno-b≥otnych przed sukcesjπ roúlinnoúci powodujπcej degradacjÍ úrodowiska przyrodniczego;POIG.01.03.02-00-045/10-00;Program Operacyjny Innowacyjna Gospodarka;POIG.01.00.00;POIG.01.03.00;POIG.01.03.02;471,094.00;412,300.00;412,300.00;350,455.00;Przemys≥owy Instytut Maszyn Rolniczych w Poznaniu;7770003280;60-963;PoznaÒ;;;01 Dzia≥alnoúÊ B+RT prowadzona w oúrodkach badawczych;jednostka naukowa;00 Nie dotyczy;;;2011/05/19;2011/05/19
33-58;33;Projekt;Ochrona praw w≥asnoúci konstrukcji i technologii elementÛw oraz urzπdzeÒ systemÛw mechanicznego wspomagania serca.;POIG.01.03.02-00-061/10-00;Program Operacyjny Innowacyjna Gospodarka;POIG.01.00.00;POIG.01.03.00;POIG.01.03.02;330,000.00;330,000.00;330,000.00;280,500.00;Fundacja Rozwoju Kardiochirurgii im. prof. Zbigniewa Religi;6481029255;41-800;Zabrze;ålπskie;Powiat m. Zabrze;01 Dzia≥alnoúÊ B+RT prowadzona w oúrodkach badawczych;jednostka naukowa;00 Nie dotyczy;;;2011/04/18;2011/04/21
33-59;33;Projekt;Ochrona w≥asnoúci intelektualnej w zakresie produktÛw leczniczych dla pszczÛ≥;POIG.01.03.02-00-065/10-00;Program Operacyjny Innowacyjna Gospodarka;POIG.01.00.00;POIG.01.03.00;POIG.01.03.02;382,390.00;372,500.00;372,500.00;316,625.00;Instytut Przemys≥u Organicznego;5250008577;03-236;Warszawa;Mazowieckie;Powiat m. st. Warszawa;01 Dzia≥alnoúÊ B+RT prowadzona w oúrodkach badawczych;jednostka naukowa;00 Nie dotyczy;;;2011/05/17;2011/05/17
33-60;33;Projekt;Ochrona patentowa w zakresie skutecznych innowacyjnych  inhibitorÛw tioredoksyny;POIG.01.03.02-00-067/10-00;Program Operacyjny Innowacyjna Gospodarka;POIG.01.00.00;POIG.01.03.00;POIG.01.03.02;360,000.00;360,000.00;360,000.00;306,000.00;Instytut Chemii Organicznej Polskiej Akademii Nauk;5250008933;01-224;Warszawa;Mazowieckie;Powiat m. st. Warszawa;01 Dzia≥alnoúÊ B+RT prowadzona w oúrodkach badawczych;jednostka naukowa;00 Nie dotyczy;;;2011/05/17;2011/05/19
33-61;33;Projekt;Wsparcie ochrony praw w≥asnoúci przemys≥owej dla wynalazku dot. sposobu wytwarzania grafenu;POIG.01.03.02-00-072/10-00;Program Operacyjny Innowacyjna Gospodarka;POIG.01.00.00;POIG.01.03.00;POIG.01.03.02;489,500.00;489,500.00;489,500.00;416,075.00;Instytut Technologii Materia≥Ûw Elektronicznych;5250008488;01-919;Warszawa;Mazowieckie;Powiat m. st. Warszawa;01 Dzia≥alnoúÊ B+RT prowadzona w oúrodkach badawczych;jednostka naukowa;00 Nie dotyczy;;;2011/05/04;2011/05/06
33-62;33;Projekt;"&quot;Wsparcie ochrony praw w≥asnoúci przemys≥owej dla wynalazku w zakresie elektrochemiczno-mechanicznego polerowania p≥ytek wÍglika krzemu (SiC)&quot;.";POIG.01.03.02-00-079/10-00;Program Operacyjny Innowacyjna Gospodarka;POIG.01.00.00;POIG.01.03.00;POIG.01.03.02;184,368.54;184,368.54;184,368.54;156,713.26;Instytut Technologii Materia≥Ûw Elektronicznych;5250008488;01-919;Warszawa;Mazowieckie;Powiat m. st. Warszawa;01 Dzia≥alnoúÊ B+RT prowadzona w oúrodkach badawczych;jednostka naukowa;00 Nie dotyczy;;;2011/05/04;2011/05/06
33-63;33;Projekt;PostÍpowanie patentowe dla Tools and methods useful in characterising the immunotixic activity of xenobiotic substances;POIG.01.03.02-00-083/10-00;Program Operacyjny Innowacyjna Gospodarka;POIG.01.00.00;POIG.01.03.00;POIG.01.03.02;80,100.00;80,100.00;80,100.00;68,085.00;Instytut Medycyny Pracy imienia prof. dra med. Jerzego Nofera w £odzi;7240003125;91-348;£Ûdü;£Ûdzkie;Powiat m. £Ûdü;01 Dzia≥alnoúÊ B+RT prowadzona w oúrodkach badawczych;jednostka naukowa;00 Nie dotyczy;;;2011/05/04;2011/05/04
33-64;33;Projekt;3 CLA  - biotechnologiczny, kierowany lek przeciwnowotworowy.;POIG.01.04.00-00-002/08-03;Program Operacyjny Innowacyjna Gospodarka;POIG.01.00.00;POIG.01.04.00;;88,439,897.05;69,710,000.00;31,016,304.43;26,363,858.77;Adamed Sp. z o.o.;5251032201;05-152;PieÒkÛw;Mazowieckie;Powiat nowodworski;04 Wsparcie na rzecz rozwoju B+RT, w szczegÛlnoúci w MåP (w tym dostÍp do us≥ug zwiπzanych z B+RT w oúrodkach badawczych);spÛ≥ka z ograniczonπ odpowiedzialnoúciπ - duøe przedsiÍbiorstwo;00 Nie dotyczy;POIG.01.04.00-00-002/08-21;Nie;2011/02/24;2011/03/10
33-65;33;Projekt;Badanie i wdroøenie systemu kanalizacji sanitarnej ma≥oúrednicowej zrÛwnowaøonego przep≥ywu. Nr statystyczny PKWiU 43.22.11;POIG.01.04.00-06-007/09-06;Program Operacyjny Innowacyjna Gospodarka;POIG.01.00.00;POIG.01.04.00;;1,242,600.00;1,060,000.00;687,500.00;584,375.00;PrzedsiÍbiorstwo UrzπdzeÒ Ochrony årodowiska Biotop sp. z o.o. ;9220003353;22-400;ZamoúÊ;Lubelskie;Powiat m. ZamoúÊ / Powiat zamojski;04 Wsparcie na rzecz rozwoju B+RT, w szczegÛlnoúci w MåP (w tym dostÍp do us≥ug zwiπzanych z B+RT w oúrodkach badawczych);spÛ≥ka z ograniczonπ odpowiedzialnoúciπ - mikro przedsiÍbiorstwo;00 Nie dotyczy;;;2011/04/04;2011/04/11
33-66;33;Projekt;Uniwersalna platforma bezpieczeÒstwa uøytkownikÛw mobilnych LabMSF Platform - Mobile Secure Family;POIG.01.04.00-12-115/09-01;Program Operacyjny Innowacyjna Gospodarka;POIG.01.00.00;POIG.01.04.00;;963,922.00;840,700.00;524,800.00;446,080.00;Laboratorium MSF Sp. z ograniczonπ odpowiedzialnoúciπ;5272530329;31-147;KrakÛw;Ma≥opolskie;Powiat m. KrakÛw;04 Wsparcie na rzecz rozwoju B+RT, w szczegÛlnoúci w MåP (w tym dostÍp do us≥ug zwiπzanych z B+RT w oúrodkach badawczych);spÛ≥ka z ograniczonπ odpowiedzialnoúciπ - mikro przedsiÍbiorstwo;00 Nie dotyczy;POIG.01.04.00-12-115/09-03;Nie;2011/02/28;2011/03/01
33-67;33;Projekt;Opracowanie i wdroøenie innowacyjnej, przyjaznej úrodowisku technologii modyfikacji asfaltÛw drogowych gumπ;POIG.01.04.00-14-188/09-00;Program Operacyjny Innowacyjna Gospodarka;POIG.01.00.00;POIG.01.04.00;;5,477,738.00;4,444,200.00;1,526,950.00;1,297,907.50;Polski Asfalt Sp. z o. o.;8511027240;05-800;PruszkÛw;Mazowieckie;Powiat pruszkowski;04 Wsparcie na rzecz rozwoju B+RT, w szczegÛlnoúci w MåP (w tym dostÍp do us≥ug zwiπzanych z B+RT w oúrodkach badawczych);spÛ≥ka z ograniczonπ odpowiedzialnoúciπ - duøe przedsiÍbiorstwo;00 Nie dotyczy;;;2011/04/01;2011/03/07
33-68;33;Projekt;Opracowanie i wdroøenie nowoczesnej koncepcji specjalistycznych salonÛw sprzedaøy drzwi i pod≥Ûg;POIG.01.04.00-14-191/09-01;Program Operacyjny Innowacyjna Gospodarka;POIG.01.00.00;POIG.01.04.00;;494,122.00;406,100.00;101,525.00;86,296.25;SK£ADY VOX SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI• SP”£KA KOMANDYTOWO-AKCYJNA;7790016245;62-006;Janikowo;Wielkopolskie;Powiat poznaÒski;04 Wsparcie na rzecz rozwoju B+RT, w szczegÛlnoúci w MåP (w tym dostÍp do us≥ug zwiπzanych z B+RT w oúrodkach badawczych);spÛ≥ka z ograniczonπ odpowiedzialnoúciπ - duøe przedsiÍbiorstwo;00 Nie dotyczy;;;2011/03/16;2011/04/28
33-69;33;Projekt;Modernizacja budynku oraz infrastruktury badawczej Instytutu Farmakologii PAN w Krakowie w celu utworzenia innowacyjnych pracowni naukowych badaÒ mÛzgu ;POIG.02.01.00-00-056/08-03;Program Operacyjny Innowacyjna Gospodarka;POIG.02.00.00;POIG.02.01.00;;29,518,373.00;29,518,373.00;29,518,373.00;25,090,617.05;Instytut Farmakologii Polskiej Akademii Nauk;6750001828;31-343;KrakÛw;Ma≥opolskie;Powiat m. KrakÛw;02 Infrastruktura B+RT (w tym wyposaøenie w sprzÍt, oprzyrzπdowanie i szybkie sieci informatyczne ≥πczπce oúrodki badawcze) oraz specjalistyczne oúrodki kompetencji technologicznych;jednostka naukowa;00 Nie dotyczy;;;2011/05/17;2011/05/19
33-70;33;Projekt;Modernizacja i rozbudowa Laboratorium Nowych Technik Energetycznych w Instytucie Energetyki ;POIG.02.01.00-00-125/08-01;Program Operacyjny Innowacyjna Gospodarka;POIG.02.00.00;POIG.02.01.00;;17,140,332.86;13,699,863.00;13,699,863.00;11,644,883.55;Instytut Energetyki;5250008761;01-330;Warszawa;Mazowieckie;Powiat m. st. Warszawa;02 Infrastruktura B+RT (w tym wyposaøenie w sprzÍt, oprzyrzπdowanie i szybkie sieci informatyczne ≥πczπce oúrodki badawcze) oraz specjalistyczne oúrodki kompetencji technologicznych;jednostka naukowa;00 Nie dotyczy;POIG.02.01.00-00-125/08-14;Nie;2011/02/22;2011/02/24
33-71;33;Projekt;Narodowe Laboratorium Technologii Kwantowych ;POIG.02.02.00-00-003/08-04;Program Operacyjny Innowacyjna Gospodarka;POIG.02.00.00;POIG.02.02.00;;47,586,000.00;47,586,000.00;47,586,000.00;40,448,100.00;Uniwersytet Warszawski;5250011266;00-927;Warszawa;Mazowieckie;Powiat m. st. Warszawa;02 Infrastruktura B+RT (w tym wyposaøenie w sprzÍt, oprzyrzπdowanie i szybkie sieci informatyczne ≥πczπce oúrodki badawcze) oraz specjalistyczne oúrodki kompetencji technologicznych;uczelnia wyøsza;00 Nie dotyczy;POIG.02.02.00-00-003/08-30;Nie;2011/03/04;2011/03/07
33-72;33;Projekt;Centrum Nanofotoniki   ;POIG.02.02.00-00-004/08-05;Program Operacyjny Innowacyjna Gospodarka;POIG.02.00.00;POIG.02.02.00;;29,845,900.95;25,994,973.00;25,994,973.00;22,095,727.05;Instytut Technologii Elektronowej;5250009111;02-668;Warszawa;Mazowieckie;Powiat m. st. Warszawa;02 Infrastruktura B+RT (w tym wyposaøenie w sprzÍt, oprzyrzπdowanie i szybkie sieci informatyczne ≥πczπce oúrodki badawcze) oraz specjalistyczne oúrodki kompetencji technologicznych;jednostka naukowa;00 Nie dotyczy;;;2011/02/25;2011/03/10
33-73;33;Projekt;Doposaøenie infrastruktury badawczej Ma≥opolskiego Centrum Innowacyjnych Technologii i Materia≥Ûw ;POIG.02.02.00-00-012/08-04;Program Operacyjny Innowacyjna Gospodarka;POIG.02.00.00;POIG.02.02.00;;50,574,526.15;45,162,320.10;45,162,320.10;38,387,972.08;Instytut Odlewnictwa;6750000088;30-418;KrakÛw;Ma≥opolskie;Powiat m. KrakÛw;02 Infrastruktura B+RT (w tym wyposaøenie w sprzÍt, oprzyrzπdowanie i szybkie sieci informatyczne ≥πczπce oúrodki badawcze) oraz specjalistyczne oúrodki kompetencji technologicznych;jednostka naukowa;00 Nie dotyczy;POIG.02.02.00-00-012/08-16;Nie;2011/02/25;2011/03/09
33-74;33;Projekt;JagielloÒskie Centrum Rozwoju LekÛw ;POIG.02.02.00-00-014/08-04;Program Operacyjny Innowacyjna Gospodarka;POIG.02.00.00;POIG.02.02.00;;48,131,033.21;45,455,780.72;45,455,780.72;38,637,413.61;Uniwersytet JagielloÒski;6750002236;31-007;KrakÛw;Ma≥opolskie;Powiat m. KrakÛw;02 Infrastruktura B+RT (w tym wyposaøenie w sprzÍt, oprzyrzπdowanie i szybkie sieci informatyczne ≥πczπce oúrodki badawcze) oraz specjalistyczne oúrodki kompetencji technologicznych;Szko≥a/Uczelnia Wyøsza;00 Nie dotyczy;POIG.02.02.00-00-014/08-25;Nie;2011/02/25;2011/03/10
33-75;33;Projekt;Krajowe Centrum BadaÒ i Aplikacji Innowacyjnych Materia≥Ûw Metalicznych i Ceramicznych ;POIG.02.02.00-00-015/08-04;Program Operacyjny Innowacyjna Gospodarka;POIG.02.00.00;POIG.02.02.00;;8,904,310.00;8,904,310.00;8,904,310.00;7,568,663.50;Instytut Metali Nieøelaznych;6310200771;44-101;Gliwice;;;02 Infrastruktura B+RT (w tym wyposaøenie w sprzÍt, oprzyrzπdowanie i szybkie sieci informatyczne ≥πczπce oúrodki badawcze) oraz specjalistyczne oúrodki kompetencji technologicznych;jednostka naukowa;00 Nie dotyczy;POIG.02.02.00-00-015/08-31;Nie;2011/02/23;2011/02/25
33-76;33;Projekt;SieÊ certyfikowanych laboratoriÛw badawczych z zakresu oceny efektywnoúci energetycznej  i  automatyki budynkÛw.   ;POIG.02.02.00-00-018/08-04;Program Operacyjny Innowacyjna Gospodarka;POIG.02.00.00;POIG.02.02.00;;7,312,408.00;7,312,408.00;7,312,408.00;6,215,546.80;Akademia GÛrniczo-Hutnicza im. Stanis≥awa Staszica w Krakowie;6750001923;30-059;KrakÛw;Ma≥opolskie;Powiat m. KrakÛw;02 Infrastruktura B+RT (w tym wyposaøenie w sprzÍt, oprzyrzπdowanie i szybkie sieci informatyczne ≥πczπce oúrodki badawcze) oraz specjalistyczne oúrodki kompetencji technologicznych;uczelnia wyøsza;00 Nie dotyczy;POIG.02.02.00-00-018/08-26;Nie;2011/02/24;2011/03/02
33-77;33;Projekt;Bio-Centrum - ZwierzÍ, øywnoúÊ i cz≥owiek;POIG.02.02.00-00-019/08-06;Program Operacyjny Innowacyjna Gospodarka;POIG.02.00.00;POIG.02.02.00;;12,963,565.52;12,701,337.25;12,701,337.25;10,796,136.66;Instytut Genetyki i Hodowli Zwierzπt PAN;1230018381;05-552;JastrzÍbiec;Mazowieckie;Powiat piaseczyÒski / Powiat pruszkowski;02 Infrastruktura B+RT (w tym wyposaøenie w sprzÍt, oprzyrzπdowanie i szybkie sieci informatyczne ≥πczπce oúrodki badawcze) oraz specjalistyczne oúrodki kompetencji technologicznych;jednostka naukowa;00 Nie dotyczy;POIG.02.02.00-00-019/08-27;Nie;2011/02/25;2011/03/02
33-78;33;Projekt;Krajowe Centrum Nanostruktur Magnetycznych do ZastosowaÒ w Elektronice  Spinowej - SPINLAB;POIG.02.02.00-00-020/09-05;Program Operacyjny Innowacyjna Gospodarka;POIG.02.00.00;POIG.02.02.00;;36,844,600.00;36,844,600.00;36,844,600.00;31,317,910.00;Instytut Fizyki Molekularnej PAN ;7770020870;60-179;PoznaÒ;Wielkopolskie;Powiat m. PoznaÒ;02 Infrastruktura B+RT (w tym wyposaøenie w sprzÍt, oprzyrzπdowanie i szybkie sieci informatyczne ≥πczπce oúrodki badawcze) oraz specjalistyczne oúrodki kompetencji technologicznych;jednostka naukowa;00 Nie dotyczy;;;2011/04/27;2011/04/29
33-79;33;Projekt;Krajowe Laboratorium Multidyscyplinarne Nanomateria≥Ûw Funkcjonalnych ;POIG.02.02.00-00-025/09-02;Program Operacyjny Innowacyjna Gospodarka;POIG.02.00.00;POIG.02.02.00;;54,135,857.08;54,135,857.08;54,135,857.08;46,015,478.51;Uniwersytet Warszawski;5250011266;00-927;Warszawa;Mazowieckie;Powiat m. st. Warszawa;02 Infrastruktura B+RT (w tym wyposaøenie w sprzÍt, oprzyrzπdowanie i szybkie sieci informatyczne ≥πczπce oúrodki badawcze) oraz specjalistyczne oúrodki kompetencji technologicznych;uczelnia wyøsza;00 Nie dotyczy;POIG.02.02.00-00-025/09-12;Nie;2011/01/24;2011/01/27
33-80;33;Projekt;Polska Infrastruktura Informatycznego Wspomagania Nauki w Europejskiej Przestrzeni Badawczej - PL-Grid;POIG.02.03.00-00-007/08-05;Program Operacyjny Innowacyjna Gospodarka;POIG.02.00.00;POIG.02.03.00;;80,513,406.58;79,984,613.38;79,984,613.38;67,986,921.37;Akademia GÛrniczo-Hutnicza im. Stanis≥awa Staszica w Krakowie;6750001923;30-950;KrakÛw;;;02 Infrastruktura B+RT (w tym wyposaøenie w sprzÍt, oprzyrzπdowanie i szybkie sieci informatyczne ≥πczπce oúrodki badawcze) oraz specjalistyczne oúrodki kompetencji technologicznych;uczelnia wyøsza;00 Nie dotyczy;POIG.02.03.00-00-007/08-29;Nie;2011/02/07;2011/02/08
